timestamp,tipo,importo_usdc,nav_per_quota,quote_emesse,btc_prezzo,btc_qty_totale,dettaglio
2026-08-07T06:14:32+00:00,ACCUMULO_BTC,5.47,1.020244,0.0000,64331.30,0.00616747,rendimento sUSDS -> 0.00008503 BTC
2026-08-07T06:14:32+00:00,SOTTOSCRIZIONE,2980.00,1.020244,2920.8699,64331.30,0.00616747,80% sUSDS / 20% cassa PT
2026-08-07T06:14:32+00:00,IMPIEGO_CASSA,1370.00,0.000000,0.0000,64331.30,0.00616747,cassa -> sUSDS @ 5.26%
2026-08-09T07:58:52+00:00,ACCUMULO_BTC,4.01,1.020513,0.0000,64766.31,0.00622946,rendimento sUSDS -> 0.00006199 BTC
2026-08-10T10:42:45+00:00,ACCUMULO_BTC,2.44,1.020676,0.0000,64957.43,0.00626704,rendimento sUSDS -> 0.00003758 BTC
2026-08-11T08:33:22+00:00,ACCUMULO_BTC,3.03,1.020613,0.0000,63987.56,0.00631436,rendimento sUSDS -> 0.00004732 BTC
2026-08-13T09:48:33+00:00,ACCUMULO_BTC,5.16,1.020783,0.0000,63653.39,0.00639544,rendimento sUSDS -> 0.00008108 BTC
2026-08-13T09:48:33+00:00,ACCUMULO_BTC,18.43,0.000000,0.0000,63653.39,0.00668503,rendimento PT-sUSDe a scadenza -> 0.00028960 BTC
2026-08-13T09:48:33+00:00,ROLLOVER,4000.00,0.000000,0.0000,63653.39,0.00668503,PT-sUSDe -> sUSDS @ 4.95% scad 2026-11-26
2026-08-14T09:42:53+00:00,ACCUMULO_BTC,6.21,1.020875,0.0000,62687.34,0.00678412,rendimento sUSDS -> 0.00009909 BTC
2026-08-14T09:42:53+00:00,SOTTOSCRIZIONE,2880.00,1.020875,2821.1093,62687.34,0.00678412,80% sUSDS / 20% cassa PT
2026-08-15T07:44:27+00:00,SOTTOSCRIZIONE,520.00,1.020847,509.3809,63012.19,0.00678412,80% sUSDS / 20% cassa PT
2026-08-16T07:46:39+00:00,ACCUMULO_BTC,0.28,1.021001,0.0000,62986.49,0.00678853,rendimento sUSDS -> 0.00000442 BTC
2026-08-17T08:09:09+00:00,ACCUMULO_BTC,8.70,1.021345,0.0000,63389.89,0.00692574,rendimento sUSDS -> 0.00013720 BTC
2026-08-18T08:02:10+00:00,ACCUMULO_BTC,2.53,1.021591,0.0000,64146.66,0.00696517,rendimento sUSDS -> 0.00003943 BTC
2026-08-19T08:01:55+00:00,ACCUMULO_BTC,2.19,1.021664,0.0000,64236.57,0.00699931,rendimento sUSDS -> 0.00003414 BTC
2026-08-19T08:01:55+00:00,SOTTOSCRIZIONE,1140.00,1.021664,1115.8267,64236.57,0.00699931,80% sUSDS / 20% cassa PT
2026-08-20T08:06:08+00:00,SOTTOSCRIZIONE,1320.00,1.022776,1290.6052,69890.27,0.00699931,80% sUSDS / 20% cassa PT
2026-08-20T08:06:08+00:00,IMPIEGO_CASSA,1172.00,0.000000,0.0000,69890.27,0.00699931,cassa -> sUSDS @ 4.83%
2026-08-22T06:54:58+00:00,ACCUMULO_BTC,3.24,1.024277,0.0000,77430.79,0.00704115,rendimento sUSDS -> 0.00004185 BTC
2026-08-23T06:56:27+00:00,ACCUMULO_BTC,6.73,1.024281,0.0000,76094.03,0.00712957,rendimento sUSDS -> 0.00008842 BTC
2026-08-23T06:56:27+00:00,SOTTOSCRIZIONE,1440.00,1.024281,1405.8642,76094.03,0.00712957,80% sUSDS / 20% cassa PT
2026-08-24T07:14:56+00:00,ACCUMULO_BTC,1.84,1.024601,0.0000,77740.08,0.00715320,rendimento sUSDS -> 0.00002362 BTC
2026-08-25T07:03:15+00:00,ACCUMULO_BTC,0.28,1.025159,0.0000,80652.46,0.00715662,rendimento sUSDS -> 0.00000343 BTC
2026-08-26T07:03:25+00:00,ACCUMULO_BTC,0.81,1.024903,0.0000,78937.80,0.00716689,rendimento sUSDS -> 0.00001026 BTC
2026-08-26T07:03:25+00:00,SOTTOSCRIZIONE,1340.00,1.024903,1307.4408,78937.80,0.00716689,80% sUSDS / 20% cassa PT
2026-08-27T09:30:05+00:00,ACCUMULO_BTC,4.09,1.025342,0.0000,80394.55,0.00721781,rendimento sUSDS -> 0.00005092 BTC
2026-08-29T08:59:01+00:00,SOTTOSCRIZIONE,1150.00,1.024838,1122.1286,77620.97,0.00721781,80% sUSDS / 20% cassa PT
2026-08-30T06:33:04+00:00,ACCUMULO_BTC,6.89,1.025180,0.0000,78180.16,0.00730600,rendimento sUSDS -> 0.00008819 BTC
2026-08-30T06:33:04+00:00,SOTTOSCRIZIONE,2950.00,1.025180,2877.5435,78180.16,0.00730600,80% sUSDS / 20% cassa PT
2026-08-30T06:33:04+00:00,IMPIEGO_CASSA,1376.00,0.000000,0.0000,78180.16,0.00730600,cassa -> sUSDS @ 4.81%
2026-08-31T13:33:37+00:00,ACCUMULO_BTC,7.25,1.025318,0.0000,77909.17,0.00739910,rendimento sUSDS -> 0.00009310 BTC
2026-09-01T09:58:30+00:00,SOTTOSCRIZIONE,1480.00,1.025295,1443.4870,77901.79,0.00739910,80% sUSDS / 20% cassa PT
2026-09-02T09:30:21+00:00,ACCUMULO_BTC,7.40,1.025361,0.0000,76782.76,0.00749550,rendimento sUSDS -> 0.00009641 BTC
2026-09-02T09:30:21+00:00,SOTTOSCRIZIONE,1110.00,1.025361,1082.5456,76782.76,0.00749550,80% sUSDS / 20% cassa PT
2026-09-05T08:58:39+00:00,ACCUMULO_BTC,6.34,1.025917,0.0000,79667.98,0.00757508,rendimento sUSDS -> 0.00007958 BTC
2026-09-05T08:58:39+00:00,SOTTOSCRIZIONE,760.00,1.025917,740.8007,79667.98,0.00757508,80% sUSDS / 20% cassa PT
2026-09-06T09:19:46+00:00,ACCUMULO_BTC,2.98,1.026077,0.0000,79929.82,0.00761237,rendimento sUSDS -> 0.00003729 BTC
2026-09-07T10:09:35+00:00,ACCUMULO_BTC,1.63,1.026058,0.0000,79341.07,0.00763290,rendimento sUSDS -> 0.00002053 BTC
2026-09-08T09:33:57+00:00,ACCUMULO_BTC,5.06,1.026096,0.0000,78572.03,0.00769727,rendimento sUSDS -> 0.00006437 BTC
2026-09-09T09:36:58+00:00,ACCUMULO_BTC,3.12,1.026312,0.0000,79353.77,0.00773658,rendimento sUSDS -> 0.00003932 BTC
2026-09-10T09:36:15+00:00,ACCUMULO_BTC,16.07,1.026445,0.0000,78036.46,0.00794252,rendimento sUSDS -> 0.00020594 BTC
2026-09-12T10:38:21+00:00,SOTTOSCRIZIONE,1390.00,1.026317,1354.3574,77337.80,0.00794252,80% sUSDS / 20% cassa PT
2026-09-13T11:41:07+00:00,ACCUMULO_BTC,1.75,1.026369,0.0000,76766.03,0.00796530,rendimento sUSDS -> 0.00002278 BTC
2026-09-13T11:41:07+00:00,SOTTOSCRIZIONE,770.00,1.026369,750.2175,76766.03,0.00796530,80% sUSDS / 20% cassa PT
2026-09-13T11:41:07+00:00,IMPIEGO_CASSA,1102.00,0.000000,0.0000,76766.03,0.00796530,cassa -> sUSDS @ 4.85%
2026-09-14T06:07:30+00:00,ACCUMULO_BTC,1.50,1.026589,0.0000,77784.70,0.00798459,rendimento sUSDS -> 0.00001929 BTC
2026-09-14T06:07:30+00:00,SOTTOSCRIZIONE,2830.00,1.026589,2756.7020,77784.70,0.00798459,80% sUSDS / 20% cassa PT
2026-09-15T07:38:11+00:00,ACCUMULO_BTC,3.34,1.026578,0.0000,77126.34,0.00802790,rendimento sUSDS -> 0.00004331 BTC
2026-09-15T07:38:11+00:00,SOTTOSCRIZIONE,2080.00,1.026578,2026.1490,77126.34,0.00802790,80% sUSDS / 20% cassa PT
2026-09-16T07:36:54+00:00,ACCUMULO_BTC,5.46,1.026503,0.0000,75763.02,0.00809994,rendimento sUSDS -> 0.00007203 BTC
2026-09-19T10:49:52+00:00,ACCUMULO_BTC,14.04,1.027556,0.0000,81263.33,0.00827268,rendimento sUSDS -> 0.00017275 BTC
2026-09-19T10:49:52+00:00,SOTTOSCRIZIONE,1160.00,1.027556,1128.8922,81263.33,0.00827268,80% sUSDS / 20% cassa PT
2026-09-19T10:49:52+00:00,IMPIEGO_CASSA,1214.00,0.000000,0.0000,81263.33,0.00827268,cassa -> sUSDS @ 5.13%
